"DRG Definition","Provider Id","Provider Name","Provider Street Address","Provider City","Provider State","Provider Zip Code","Hospital Referral Region Description","Total Discharges","Average Covered Charges","Average Total Payments","Average Medicare Payments"
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150001,"JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN",46131,"IN - Indianapolis",19,17953.84,6614.15,5139.94
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",101,26285.25,8117.92,7100.21
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150003,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL","1501 HARTFORD ST","LAFAYETTE","IN",47904,"IN - Lafayette",32,31011.53,6636.43,5827.81
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",56,24868.16,7822.17,6979.46
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",29,19733.75,6318.24,5465
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",42,20348.5,6151.95,5192.33
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",22,21678.86,5957.13,5033.86
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",38,24846.84,7771.31,6943.94
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",18,17852.22,6747.55,5813
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",41,27431.12,6303.85,5022.68
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",16,14366.81,6291.31,5377.56
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",95,19105.26,7444.96,6499.63
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",44,19958.9,6370.79,5450.43
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",90,24704.13,6803.34,5794.44
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",45,17354.91,6488.51,5717.22
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",84,24337.16,6855.9,5817.42
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",80,23357.13,6825.86,5926.66
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",38,25655.5,11444.84,10408.1
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",21,23304.04,7318,5263.95
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",13,21346.69,7506.23,6466.23
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",78,22593.76,7581.93,5135.79
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",49,25074.26,6924.59,6119.93
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",70,31882.75,6849.04,5990.9
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",19,16603.42,5577.57,4688.94
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150038,"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","MARTINSVILLE","IN",46151,"IN - Indianapolis",11,30356.63,6505.09,5587.63
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",56,16545.5,6026.44,5129.28
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",35,25589.08,6270.22,5533.65
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",16,25086.43,6370.75,5594.5
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",60,12561.6,7416.43,6519.36
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",66,17367.34,6650.15,5429.39
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",150,32942.39,11487.4,8834.58
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",78,26481.79,7277.96,6367
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",19,21008.68,6175.47,5462.21
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150064,"FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","CONNERSVILLE","IN",47331,"IN - Indianapolis",14,17691.57,6796.57,5830.85
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",19,17851.47,6595.36,5264.63
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",15,16235.53,6217.53,5395.93
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150072,"MEMORIAL HOSPITAL","1101 MICHIGAN AVE","LOGANSPORT","IN",46947,"IN - Indianapolis",13,18162.69,8538.84,7717.76
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",58,24368.31,8195.31,6233.7
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150075,"BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","BLUFFTON","IN",46714,"IN - Fort Wayne",11,21337.36,6385.09,5567.63
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150076,"SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","1915 LAKE AVE","PLYMOUTH","IN",46563,"IN - South Bend",19,22157,6910.52,5846.52
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",146,25238.56,6168.25,5275.43
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",168,29558.41,8060.88,6842.08
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",16,20110.93,6323,5621.5
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",38,24036.18,7331.44,5951.15
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",74,23041.16,7597.63,6185.78
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",32,27937.87,7067.93,5768.5
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150091,"PARKVIEW HUNTINGTON HOSPITAL","2001 STULTS RD","HUNTINGTON","IN",46750,"IN - Fort Wayne",12,14902.41,7822.83,6793.16
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150097,"MAJOR HOSPITAL","150 W WASHINGTON ST","SHELBYVILLE","IN",46176,"IN - Indianapolis",17,24726.94,6761.7,5838.88
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",83,23796.54,6352.1,5499.81
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150104,"WITHAM HEALTH SERVICES","2605 N LEBANON ST","LEBANON","IN",46052,"IN - Indianapolis",13,16372.23,7302.69,6519
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",37,27057.21,6955.67,5991.21
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",38,16602.13,7139.92,5552.65
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",55,15573.47,6811.89,5915.01
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",42,10418.04,5519.4,4545.88
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",99,24950.65,6773.78,5795.92
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",62,26238.25,6790.9,5709.4
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",33,23884.27,6230.18,5206.9
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",28,25180.21,6324.14,5520.14
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","11700 N MERIDIAN ST","CARMEL","IN",46032,"IN - Indianapolis",11,22019.63,6180.27,5154.09
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",14,26723.92,7188.78,6306.21
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",55,22406.16,6467.56,5609.52
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",45,32927.11,7024.97,5295.95
"065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",150177,"UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","MISHAWAKA","IN",46545,"IN - South Bend",41,10956.07,5924.39,5287.17
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",23,18451.95,5620.3,4687.95
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",18,19226.55,6380.66,4567.27
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",26,18235.8,4557.53,3650.61
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",37,17858.29,4442.72,3528.35
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",17,15533.23,5278.58,3195.82
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",24,16610.54,4692,3849.66
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",16,22524.5,4560,3575.5
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",13,12349.84,4765.84,3817.84
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",39,16260.38,5417.51,4261.05
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",12,14679.25,4726.83,3977.5
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",78,20030.75,4941.52,3581.37
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",25,16408.92,4978.76,3670.6
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",48,18208.47,5039.22,3887.2
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",73,19264.9,4985.75,3962.06
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",13,19428.3,7608.92,6571.38
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",18,14739.66,5658.5,3508.55
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",12,12486.08,5273,4434.66
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",59,17388.89,4638.15,3549.61
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",29,20783.31,4912.03,3896.96
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",35,28329.54,4888.02,3956.48
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",12,12373.08,4481.16,3351.83
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",27,12148.03,4290.59,3290.29
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",40,15271.7,4489.45,3054.5
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",12,20516.91,5057.66,3524.16
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",45,11012.53,5388.6,4389.48
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",38,12582.94,4772.71,3571.21
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",64,26077.04,7911.9,5807.14
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",35,16171.31,5732.4,4004.54
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",16,16799.62,4569.25,3724.25
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150061,"DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","WASHINGTON","IN",47501,"IN - Evansville",11,8774.36,4902.09,3531.18
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",15,16291,5015.46,3557.53
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",13,13582.92,4589,3535.61
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150072,"MEMORIAL HOSPITAL","1101 MICHIGAN AVE","LOGANSPORT","IN",46947,"IN - Indianapolis",18,13724.22,6352.22,5480.66
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",30,19660.2,5416.5,4250.23
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150075,"BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","BLUFFTON","IN",46714,"IN - Fort Wayne",11,16851.9,4283.81,3466.36
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",87,19964.66,4556.49,3345.51
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",76,22940.46,5815.27,4385.06
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",17,14359.58,4662.17,3672.76
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",27,14394.07,6361.29,3505.55
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",44,19768.38,5247.7,4304.52
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",17,21357.29,5060.23,3566.82
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150097,"MAJOR HOSPITAL","150 W WASHINGTON ST","SHELBYVILLE","IN",46176,"IN - Indianapolis",13,17519,5541,3564.23
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",37,17649.37,4606.78,3354.83
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",19,21069.84,4887.42,3997.1
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",20,14319.5,5478,3670.35
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",30,13509.13,4808,3760
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",59,19847.11,5164.61,3821.38
"066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",23,22073.17,6155.69,3285.52
